254.3221	11.58863833	6122.297068	14	22	0	4
228.2848	12.05799632	6323.855499	12	20	0	4
247.159	10.66263539	5583.144801	8	9	1	8
254.3651	11.90346342	6285.540678	15	26	0	3
252.3062	9.977062148	5199.038322	14	20	0	4
294.1724	16.99100477	9173.299431	8	10	2	10
256.338	12.65746991	6731.254817	14	24	0	4
214.3013	-1.375321253	1858.547593	12	22	0	3
231.2026	5.89805832	3970.942269	9	13	1	6
224.2961	10.33519265	5292.707345	13	20	0	3
179.1281	11.1161681	5569.151653	5	9	1	6
286.3639	14.41257432	7771.759141	15	26	0	5
218.2469	10.13957572	5146.193455	10	18	0	5
268.3056	12.79425959	6849.528424	14	20	0	5
166.1293	13.3896102	7024.767286	5	10	0	6
204.1773	12.94967657	6812.066112	8	12	0	6
294.1724	17.36914189	9399.790151	8	10	2	10
162.1406	10.60239772	5401.912763	6	10	0	5
212.1595	10.06137847	5242.916319	8	8	2	5
202.2045	11.07211114	5478.11303	9	14	0	5
212.2854	10.62990235	5399.597905	12	20	0	3
179.1281	10.84709478	5364.736521	5	9	1	6
202.1614	11.6311739	5997.228732	8	10	0	6
162.1406	10.87268465	5650.868498	6	10	0	5
224.1256	11.2558515	5710.412568	5	8	2	8
224.1256	11.25585148	5710.412562	5	8	2	8
213.1427	17.15153468	9241.759373	5	11	1	8
302.2772	17.43100382	9551.036235	13	18	0	8
197.1433	13.77196367	7230.347169	5	11	1	7
220.2197	14.97138003	8065.553475	9	16	0	6
188.1779	12.60341332	6628.472588	8	12	0	5
188.2209	10.55064167	5396.742674	9	16	0	4
188.1779	9.900269057	5068.454375	8	12	0	5
184.1892	9.940240725	5074.292448	9	12	0	4
209.111	11.91683497	6053.97551	5	7	1	8
183.1614	8.460615346	4795.561547	8	9	1	4
226.1415	12.37209738	6343.087731	5	10	2	8
249.1748	12.29521083	6330.715963	8	11	1	8
233.1754	11.69570539	6041.507882	8	11	1	7
218.29	11.9980271	6272.274577	11	22	0	4
207.0951	10.14637854	5132.005119	5	5	1	8
142.1094	10.09493192	5100.143545	6	6	0	4
200.2316	10.02467581	5103.433299	10	16	0	4
226.1415	12.58375462	6476.914232	5	10	2	8
176.1672	10.86533819	5655.333725	7	12	0	5
190.1507	11.233194	5764.691859	7	10	0	6
233.1754	11.84107375	6125.344167	8	11	1	7
188.1779	1.117011117	2529.610959	8	12	0	5
174.1944	11.25751405	5742.142687	8	14	0	4
195.1275	14.19489687	7428.894074	5	9	1	7
176.1241	11.13155302	5600.822765	6	8	0	6
134.1305	11.38340568	5805.29951	5	10	0	4
202.2045	11.07211116	5478.113033	9	14	0	5
244.2842	13.38313207	7134.305256	12	20	0	5
183.1614	10.09282123	5168.101928	8	9	1	4
261.2286	10.45909063	5378.613445	10	15	1	7
325.1434	16.90108789	9142.288015	7	7	3	12
188.1779	10.54748502	5415.199081	8	12	0	5
245.1861	11.92760492	6281.090702	9	11	1	7
148.114	10.79068791	5557.371906	5	8	0	5
176.2102	0.316885071	2434.652063	8	16	0	4
154.1632	10.1709444	5148.842662	8	10	0	3
188.2209	10.65496657	5443.215274	9	16	0	4
216.231	10.92628236	5684.283433	10	16	0	5
256.1244	13.5504457	7072.457145	5	8	2	10
148.114	10.65740385	5393.98038	5	8	0	5
204.2203	11.85297146	6224.36391	9	16	0	5
280.1458	16.81421529	9066.630175	7	8	2	10
178.14	14.04769988	7506.921639	6	10	0	6
188.2209	10.45906251	5319.164731	9	16	0	4
195.1275	13.8310177	7177.113915	5	9	1	7
221.1217	11.94660482	6099.864303	6	7	1	8
274.3102	14.79691434	8015.12448	13	22	0	6
179.1281	11.11616813	5569.151661	5	9	1	6
158.1088	11.22172775	5827.409345	6	6	0	5
188.1779	10.16226782	5236.511269	8	12	0	5
193.1116	12.57176165	6461.220238	5	7	1	7
162.1406	11.1098758	5687.330504	6	10	0	5
272.1238	13.19399384	6936.307679	5	8	2	11
256.338	12.40858263	6571.913701	14	24	0	4
250.3334	9.639723311	4964.949173	15	22	0	3
302.3633	14.63886019	7885.046076	15	26	0	6
160.1247	10.24643737	5178.783146	6	8	0	5
235.1913	13.82442425	7332.394111	8	13	1	7
176.2102	10.63969854	5405.943795	8	16	0	4
174.1513	10.10491309	5141.307271	7	10	0	5
183.1614	10.09282124	5168.101931	8	9	1	4
286.3639	16.36352604	8865.31598	15	26	0	5
162.1406	11.10987581	5687.330506	6	10	0	5
247.159	11.07916778	5723.975906	8	9	1	8
232.3166	12.46474208	6564.513497	12	24	0	4
216.231	11.21225952	5782.02169	10	16	0	5
207.1382	10.9700051	5727.078375	6	9	1	7
261.3147	11.53032818	6006.799962	12	23	1	5
162.1406	4.175837633	3709.029914	6	10	0	5
165.1015	10.99145308	5441.410622	4	7	1	6
186.2051	11.32503262	5856.221712	9	14	0	4
148.114	10.72262048	5564.662374	5	8	0	5
174.1513	10.3857868	5272.601415	7	10	0	5
238.3227	9.794803888	5046.819137	14	22	0	3
232.3166	12.46474214	6564.513513	12	24	0	4
216.3172	10.13586843	5206.161933	12	24	0	3
224.1256	11.19821643	5647.751103	5	8	2	8
174.1944	10.32989221	5239.688236	8	14	0	4
174.1944	12.61308433	6512.378073	8	14	0	4
272.2943	14.71826844	7966.462503	13	20	0	6
242.3114	12.01200343	6322.154491	13	22	0	4
224.2961	10.33519264	5292.707341	13	20	0	3
242.2683	11.91669246	6323.118676	12	18	0	5
176.1672	11.55507795	5975.456633	7	12	0	5
168.1898	10.63320645	5443.668134	9	12	0	3
188.1779	10.89757142	5358.172771	8	12	0	5
162.1406	10.71069331	5564.147625	6	10	0	5
134.0874	10.56665238	5417.996718	4	6	0	5
212.1595	10.06137847	5242.916319	8	8	2	5
160.1678	10.52989604	5258.314168	7	12	0	4
170.1626	10.2800931	5209.654592	8	10	0	4
195.1275	12.11449845	6208.178094	5	9	1	7
159.0969	10.38040368	5260.826607	5	5	1	5
216.188	10.77243485	5546.475212	9	12	0	6
184.1892	10.09238561	5113.144157	9	12	0	4
258.3108	13.37422972	7160.745408	13	22	0	5
162.1406	11.18031466	5846.276818	6	10	0	5
310.1718	17.73138067	9577.205349	8	10	2	11
178.1831	13.26155413	6972.083387	7	14	0	5
182.0426	14.5667893	7746.246285	5	10	0	7
294.1293	11.90156102	6231.338382	7	6	2	11
204.1773	12.13630585	6184.979271	8	12	0	6
219.1058	10.49502654	5342.82519	6	5	1	8
233.1754	11.0922961	5541.088126	8	11	1	7
174.1513	11.33917686	5778.547536	7	10	0	5
244.2842	13.7397721	7339.884535	12	20	0	5
186.2051	10.01366965	5102.707059	9	14	0	4
302.3633	12.66350234	6718.071861	15	26	0	6
148.1571	11.19487336	5695.62467	6	12	0	4
272.1238	13.19399382	6936.307673	5	8	2	11
228.2848	10.74804212	5577.691548	12	20	0	4
190.1938	11.62048883	6068.943431	8	14	0	5
182.0426	12.43848844	7133.641709	5	10	0	7
174.1944	11.09577401	5646.627869	8	14	0	4
