1.0165e-14,3.0782e-14,8.784e-14,2.5352e-13,9.6417e-13,2.4141e-12,6.7214e-12,1.9046e-11,5.2699e-11,1.3431e-10,3.0964e-10,6.4184e-10,1.1975e-09,2.0285e-09,3.1649e-09,4.6667e-09,6.7132e-09,9.8312e-09,1.5122e-08,2.4521e-08,4.1207e-08,7.053e-08,1.2095e-07,2.0503e-07,3.4213e-07,5.6244e-07,9.0951e-07,1.4471e-06,2.2658e-06,3.4907e-06,5.2855e-06,7.8697e-06,1.1524e-05,1.6598e-05,2.3504e-05,3.2736e-05,4.4801e-05,6.0233e-05,7.9709e-05,0.00010387,0.00013328,0.00016855,0.00021015,0.00025847,0.00031352,0.00037628,0.00044771,0.00052932,0.00062425,0.00073454,0.00085948,0.00099507,0.0011453,0.0013141,0.0014954,0.0016908,0.001901,0.0021205,0.0023404,0.0025501,0.002741,0.0029128,0.0030722,0.0031981,0.0032801,0.0033261,0.0033401,0.0033163,0.0032552,0.0031575,0.0030267,0.0028689,0.0026893,0.0024908,0.0022738,0.0020421,0.0018012,0.0015584,0.0013485,0.0011675,0.0010091,0.00086408,0.0007608,0.00068559,0.00059985,0.00034405,0.00027652,0.00032289,0.0002653,0.00027181,0.00021236,0.00016563,0.00013484,0.00011276,7.5874e-05,6.7441e-05,5.9043e-05,5.3068e-05,4.7476e-05,3.8797e-05
2.1892e-14,6.8819e-14,1.7159e-13,3.7705e-13,4.3179e-12,5.4686e-12,7.5621e-12,1.2253e-11,2.3074e-11,4.8041e-11,1.0358e-10,2.1832e-10,4.3734e-10,8.2926e-10,1.4774e-09,2.4956e-09,4.0494e-09,6.3383e-09,9.6679e-09,1.4734e-08,2.2659e-08,3.5682e-08,5.7353e-08,9.2111e-08,1.4643e-07,2.3135e-07,3.6187e-07,5.6229e-07,8.6636e-07,1.3224e-06,1.9913e-06,2.9565e-06,4.3296e-06,6.252e-06,8.8834e-06,1.2431e-05,1.7105e-05,2.3155e-05,3.0864e-05,4.0532e-05,5.2437e-05,6.6872e-05,8.4127e-05,0.00010453,0.00012837,0.00015624,0.00018873,0.00022689,0.0002717,0.00032433,0.00038544,0.00045689,0.0005421,0.0006461,0.00077175,0.00091824,0.0010836,0.001266,0.0014573,0.0016461,0.0018157,0.0019492,0.0020411,0.0021033,0.0021497,0.0021985,0.0022617,0.0023335,0.0024008,0.0024496,0.0024672,0.0024448,0.0023777,0.0022651,0.0021102,0.0019245,0.0017231,0.0015152,0.0013279,0.0011655,0.0010292,0.00089104,0.00080365,0.00073863,0.00062945,0.00034154,0.00036001,0.000378,0.000322,0.00030913,0.0002656,0.00022196,0.00017629,0.00013592,0.00010997,9.0882e-05,7.959e-05,7.3649e-05,6.79e-05,5.5449e-05
9.3933e-14,2.9898e-13,6.8401e-13,1.3681e-12,1.7535e-11,1.9451e-11,2.2019e-11,2.777e-11,3.949e-11,6.3235e-11,1.1104e-10,2.064e-10,3.9193e-10,7.4088e-10,1.3615e-09,2.4038e-09,4.0695e-09,6.4807e-09,9.6671e-09,1.3772e-08,1.9115e-08,2.6709e-08,3.8304e-08,5.5259e-08,7.917e-08,1.1303e-07,1.6074e-07,2.2913e-07,3.2798e-07,4.7224e-07,6.8405e-07,9.905e-07,1.4247e-06,2.0384e-06,2.8872e-06,4.0439e-06,5.5807e-06,7.5905e-06,1.018e-05,1.348e-05,1.7626e-05,2.2769e-05,2.9109e-05,3.6887e-05,4.6419e-05,5.8311e-05,7.3486e-05,9.3522e-05,0.00012082,0.00015864,0.00021105,0.00028193,0.00037394,0.0004874,0.00061676,0.00075274,0.00088397,0.00099956,0.0010831,0.0011308,0.0011554,0.0011758,0.0012155,0.0012901,0.0013944,0.0015194,0.0016538,0.0017797,0.0018809,0.0019455,0.0019651,0.001936,0.0018589,0.0017401,0.0015923,0.0014352,0.0012829,0.0011359,0.0010168,0.00091181,0.00082931,0.00072752,0.00067847,0.00063063,0.00053486,0.0004059,0.0003925,0.00036561,0.00032387,0.00030018,0.00025613,0.00021629,0.00016928,0.00012799,0.00010843,9.5173e-05,8.8344e-05,8.5963e-05,8.1743e-05,6.6477e-05
1.8448e-13,6.6711e-13,1.5327e-12,2.954e-12,3.0325e-11,3.635e-11,3.9483e-11,4.5873e-11,5.9202e-11,8.4877e-11,1.3314e-10,2.2296e-10,3.9254e-10,7.05e-10,1.2592e-09,2.2047e-09,3.7202e-09,5.9315e-09,8.8459e-09,1.2392e-08,1.6583e-08,2.1735e-08,2.8728e-08,3.7867e-08,4.9258e-08,6.2116e-08,7.5731e-08,9.0981e-08,1.0979e-07,1.3493e-07,1.6938e-07,2.2285e-07,3.0554e-07,4.2068e-07,5.8585e-07,8.1823e-07,1.1374e-06,1.5684e-06,2.1476e-06,2.9256e-06,3.9675e-06,5.368e-06,7.255e-06,9.8093e-06,1.3329e-05,1.8382e-05,2.5986e-05,3.7904e-05,5.6868e-05,8.6739e-05,0.00013192,0.00019659,0.00028307,0.00038984,0.00050804,0.00062228,0.00071404,0.00076823,0.0007781,0.00075559,0.00072449,0.00071006,0.00073167,0.00079561,0.0008969,0.0010206,0.0011487,0.0012637,0.0013512,0.0014022,0.0014113,0.0013778,0.0013045,0.0011988,0.0010767,0.00095737,0.00085045,0.00074999,0.00068,0.00061476,0.00057242,0.00050862,0.00049348,0.00046257,0.00039781,0.00034424,0.00032726,0.00029698,0.00026625,0.00024554,0.0002108,0.00017686,0.00013648,0.00010138,8.7032e-05,8.2224e-05,8.0972e-05,8.1931e-05,7.9708e-05,6.4772e-05
4.8306e-13,1.2947e-12,2.3445e-12,3.7375e-12,1.452e-11,1.9367e-11,2.4245e-11,3.0967e-11,4.1712e-11,5.9676e-11,9.007e-11,1.4102e-10,2.2857e-10,3.767e-10,6.212e-10,1.011e-09,1.605e-09,2.4589e-09,3.6007e-09,5.0407e-09,6.7994e-09,8.8919e-09,1.1434e-08,1.4412e-08,1.7654e-08,2.0706e-08,2.3032e-08,2.4145e-08,2.4006e-08,2.3059e-08,2.1811e-08,2.1275e-08,2.3239e-08,2.8495e-08,3.8095e-08,5.4e-08,7.9355e-08,1.1921e-07,1.8271e-07,2.8506e-07,4.5036e-07,7.1496e-07,1.1333e-06,1.7905e-06,2.8447e-06,4.6046e-06,7.6529e-06,1.3008e-05,2.2261e-05,3.7645e-05,6.1827e-05,9.7369e-05,0.00014549,0.00020441,0.00026823,0.00032623,0.00036616,0.00037962,0.00036769,0.0003388,0.00030841,0.00029231,0.00029978,0.00033405,0.00039077,0.00045971,0.0005293,0.00058983,0.00063363,0.0006565,0.00065639,0.00063319,0.00058863,0.00052787,0.00046069,0.00039953,0.00034865,0.00030196,0.00027605,0.00024839,0.00023788,0.000223,0.00022332,0.00021157,0.00019478,0.00017902,0.00016875,0.00015195,0.00013717,0.00012607,0.00010935,9.1757e-05,6.775e-05,4.9097e-05,4.2881e-05,4.2884e-05,4.4813e-05,4.6886e-05,4.6605e-05,3.8178e-05
1.045e-15,4.2948e-15,1.1473e-14,2.5263e-14,2.6365e-13,3.7008e-13,4.9944e-13,7.0095e-13,1.0358e-12,1.6088e-12,2.5906e-12,4.2541e-12,7.1109e-12,1.1964e-11,2.0039e-11,3.3049e-11,5.3672e-11,8.5697e-11,1.3376e-10,2.035e-10,3.0198e-10,4.3674e-10,6.0284e-10,7.8973e-10,9.8118e-10,1.1504e-09,1.2652e-09,1.2971e-09,1.2401e-09,1.0849e-09,8.8145e-10,7.2547e-10,7.1622e-10,9.2353e-10,1.4458e-09,2.519e-09,4.6553e-09,8.8686e-09,1.7096e-08,3.2822e-08,6.1841e-08,1.1318e-07,2.0061e-07,3.4692e-07,5.944e-07,1.026e-06,1.8002e-06,3.1964e-06,5.6577e-06,9.8127e-06,1.6436e-05,2.6284e-05,3.9749e-05,5.6416e-05,7.4572e-05,9.123e-05,0.00010271,0.00010636,0.00010241,9.3682e-05,8.4743e-05,7.99e-05,8.2369e-05,9.3341e-05,0.00011143,0.00013333,0.00015534,0.00017443,0.00018811,0.00019514,0.00019489,0.00018737,0.000173,0.00015341,0.0001319,0.0001126,9.7136e-05,8.2824e-05,7.5823e-05,6.8002e-05,6.6332e-05,6.509e-05,6.543e-05,6.2457e-05,5.9656e-05,5.5218e-05,5.2161e-05,4.6845e-05,4.2459e-05,3.8766e-05,3.3809e-05,2.8361e-05,2.0246e-05,1.4376e-05,1.2546e-05,1.27e-05,1.3549e-05,1.4361e-05,1.4435e-05,1.1989e-05
1.4647e-19,8.8147e-19,3.1155e-18,8.2948e-18,1.0187e-15,1.0612e-15,1.0727e-15,1.1744e-15,1.4399e-15,2.0018e-15,3.1251e-15,5.3214e-15,1.1092e-14,5.2003e-14,3.0103e-13,9.4519e-13,2.3241e-12,5.6437e-12,1.2967e-11,2.5795e-11,4.7739e-11,8.3523e-11,1.3335e-10,1.9745e-10,2.6539e-10,3.3433e-10,3.9648e-10,4.1893e-10,3.8551e-10,3.3515e-10,3.0445e-10,2.9095e-10,3.3336e-10,4.9545e-10,8.6263e-10,1.6207e-09,3.1745e-09,6.3401e-09,1.269e-08,2.5049e-08,4.8089e-08,8.9003e-08,1.5891e-07,2.7647e-07,4.7705e-07,8.3088e-07,1.4722e-06,2.6382e-06,4.7072e-06,8.2194e-06,1.385e-05,2.2282e-05,3.3877e-05,4.8311e-05,6.4242e-05,7.9089e-05,8.9426e-05,9.29e-05,8.9475e-05,8.175e-05,7.3693e-05,6.9449e-05,7.1475e-05,8.1109e-05,9.7257e-05,0.00011688,0.00013668,0.00015393,0.00016636,0.00017289,0.00017297,0.00016661,0.00015401,0.00013663,0.00011733,9.9814e-05,8.5904e-05,7.2798e-05,6.6059e-05,5.999e-05,5.8514e-05,5.7648e-05,5.7479e-05,5.4961e-05,5.2316e-05,4.8492e-05,4.5467e-05,4.1017e-05,3.7186e-05,3.381e-05,2.9564e-05,2.468e-05,1.7658e-05,1.2554e-05,1.0872e-05,1.0945e-05,1.1657e-05,1.236e-05,1.2443e-05,1.0367e-05
1.1236e-25,8.9293e-25,3.7726e-24,1.1859e-23,8.6288e-16,7.3839e-16,5.8494e-16,4.6781e-16,3.8478e-16,3.3176e-16,3.0643e-16,3.0993e-16,3.5867e-16,6.3369e-16,3.11e-15,2.2048e-14,9.197e-14,2.2271e-13,4.6599e-13,1.0043e-12,2.0993e-12,3.6823e-12,5.9154e-12,8.8679e-12,1.2055e-11,1.4369e-11,1.5313e-11,1.5627e-11,1.7603e-11,2.1241e-11,2.9827e-11,4.9832e-11,9.3622e-11,1.9024e-10,4.1042e-10,9.1789e-10,2.0759e-09,4.6342e-09,9.9952e-09,2.051e-08,3.9777e-08,7.3087e-08,1.2912e-07,2.2449e-07,3.9344e-07,7.0657e-07,1.2944e-06,2.3773e-06,4.3024e-06,7.5366e-06,1.2653e-05,2.0201e-05,3.0399e-05,4.2899e-05,5.626e-05,6.8303e-05,7.606e-05,7.769e-05,7.3732e-05,6.6839e-05,6.0588e-05,5.8218e-05,6.1408e-05,7.1128e-05,8.6316e-05,0.00010428,0.00012232,0.00013821,0.00014976,0.00015602,0.00015643,0.00015082,0.00013962,0.00012383,0.00010606,8.9739e-05,7.6481e-05,6.4298e-05,5.7309e-05,5.3397e-05,5.2298e-05,5.1555e-05,5.0461e-05,4.8184e-05,4.5346e-05,4.1962e-05,3.8668e-05,3.5129e-05,3.1843e-05,2.8696e-05,2.5113e-05,2.0671e-05,1.4908e-05,1.0679e-05,9.0407e-06,8.9102e-06,9.3841e-06,9.9095e-06,9.9579e-06,8.1139e-06
2.5869e-35,3.7072e-34,3.7599e-32,3.4202e-30,9.8648e-16,6.9704e-16,4.713e-16,3.2306e-16,2.2696e-16,1.6653e-16,1.294e-16,1.0653e-16,9.112e-17,8.6554e-17,1.092e-16,2.6478e-16,9.4283e-16,2.8605e-15,6.8512e-15,1.426e-14,2.7618e-14,4.8893e-14,7.5529e-14,1.0143e-13,1.2002e-13,1.334e-13,1.5547e-13,1.9938e-13,3.0474e-13,5.801e-13,1.4181e-12,4.2753e-12,1.4256e-11,4.7894e-11,1.5411e-10,4.6314e-10,1.2831e-09,3.2568e-09,7.5557e-09,1.6054e-08,3.1514e-08,5.7902e-08,1.0211e-07,1.7839e-07,3.182e-07,5.8616e-07,1.1003e-06,2.0689e-06,3.8109e-06,6.7652e-06,1.148e-05,1.8472e-05,2.8059e-05,3.9975e-05,5.32e-05,6.5766e-05,7.5087e-05,7.9169e-05,7.7629e-05,7.216e-05,6.6041e-05,6.2218e-05,6.3406e-05,7.0918e-05,8.441e-05,0.00010178,0.00012051,0.0001383,0.00015265,0.00016135,0.00016374,0.00015963,0.00014921,0.00013353,0.00011456,9.5215e-05,7.8128e-05,6.4239e-05,5.5209e-05,5.0228e-05,4.7367e-05,4.5003e-05,4.2372e-05,3.9271e-05,3.5827e-05,3.2261e-05,2.8838e-05,2.5686e-05,2.2834e-05,2.0186e-05,1.7481e-05,1.4364e-05,1.0906e-05,8.221e-06,6.7518e-06,6.147e-06,6.0222e-06,6.0422e-06,5.8283e-06,4.4172e-06
3.2179e-47,7.2653e-46,8.1066e-45,5.9793e-43,1.2928e-15,8.6185e-16,5.574e-16,3.7449e-16,2.6127e-16,1.9137e-16,1.5082e-16,1.3018e-16,1.2093e-16,1.273e-16,1.494e-16,2.0082e-16,3.1653e-16,4.5561e-16,4.9478e-16,4.2796e-16,3.3013e-16,2.4662e-16,1.8796e-16,1.5373e-16,1.5882e-16,2.8925e-16,7.8467e-16,2.2948e-15,6.6819e-15,2.2315e-14,9.7909e-14,5.02e-13,2.5245e-12,1.1538e-11,4.6922e-11,1.6901e-10,5.3989e-10,1.5343e-09,3.9054e-09,8.9904e-09,1.888e-08,3.6682e-08,6.7368e-08,1.2008e-07,2.1364e-07,3.8986e-07,7.3338e-07,1.406e-06,2.682e-06,5.0159e-06,9.0572e-06,1.5642e-05,2.558e-05,3.94e-05,5.6772e-05,7.5946e-05,9.4411e-05,0.00010877,0.00011654,0.00011673,0.00011127,0.00010323,9.7274e-05,9.7579e-05,0.00010614,0.00012266,0.0001448,0.00016922,0.00019273,0.0002107,0.00022037,0.000221,0.00021252,0.00019554,0.0001718,0.00014418,0.00011624,9.1904e-05,7.3672e-05,6.186e-05,5.4895e-05,5.001e-05,4.4905e-05,3.9091e-05,3.3086e-05,2.7409e-05,2.2372e-05,1.8154e-05,1.4751e-05,1.2066e-05,9.8879e-06,7.9842e-06,6.2989e-06,4.9669e-06,3.9882e-06,3.2496e-06,2.663e-06,2.1736e-06,1.7318e-06,1.1814e-06
