2017	6	9	0	0	0	22.8768
2017	6	9	0	1	0	20.5512
2017	6	9	0	2	0	18.9804
2017	6	9	0	3	0	18.1338
2017	6	9	0	4	0	16.8996
2017	6	9	0	5	0	16.6038
2017	6	9	0	6	0	15.8184
2017	6	9	0	7	0	21.9282
2017	6	9	0	8	0	20.6532
2017	6	9	0	9	0	20.1636
2017	6	9	0	10	0	23.3868
2017	6	9	0	11	0	25.0902
2017	6	9	0	12	0	24.1008
2017	6	9	0	13	0	23.55
2017	6	9	0	14	0	22.3158
2017	6	9	0	15	0	24.5292
2017	6	9	0	16	0	23.1624
2017	6	9	0	17	0	23.2542
2017	6	9	0	18	0	21.8568
2017	6	9	0	19	0	21.4794
2017	6	9	0	20	0	26.3346
2017	6	9	0	21	0	26.0796
2017	6	9	0	22	0	25.1922
2017	6	9	0	23	0	26.8242
2017	6	9	0	24	0	25.0392
2017	6	9	0	25	0	23.0808
2017	6	9	0	26	0	20.643
2017	6	9	0	27	0	20.8266
2017	6	9	0	28	0	19.0926
2017	6	9	0	29	0	19.1538
2017	6	9	0	30	0	17.8074
2017	6	9	0	31	0	17.1954
2017	6	9	0	32	0	18.0216
2017	6	9	0	33	0	20.1534
2017	6	9	0	34	0	22.6422
2017	6	9	0	35	0	24.4782
2017	6	9	0	36	0	22.8258
2017	6	9	0	37	0	21.153
2017	6	9	0	38	0	18.756
2017	6	9	0	39	0	20.0922
2017	6	9	0	40	0	20.082
2017	6	9	0	41	0	21.4182
2017	6	9	0	42	0	16.2876
2017	6	9	0	43	0	15.7572
2017	6	9	0	44	0	15.9816
2017	6	9	0	45	0	18.603
2017	6	9	0	46	0	18.1338
2017	6	9	0	47	0	18.5928
2017	6	9	0	48	0	19.0008
2017	6	9	0	49	0	20.7042
2017	6	9	0	50	0	20.8164
2017	6	9	0	51	0	16.3794
2017	6	9	0	52	0	18.5928
2017	6	9	0	53	0	20.8878
2017	6	9	0	54	0	16.8282
2017	6	9	0	55	0	16.3692
2017	6	9	0	56	0	16.6854
2017	6	9	0	57	0	16.1754
2017	6	9	0	58	0	15.7062
2017	6	9	0	59	0	14.9412
2017	6	9	1	0	0	15.1656
2017	6	9	1	1	0	14.1048
2017	6	9	1	2	0	14.1762
2017	6	9	1	3	0	13.1766
2017	6	9	1	4	0	11.8098
2017	6	9	1	5	0	12.8706
2017	6	9	1	6	0	12.3606
2017	6	9	1	7	0	12.3708
2017	6	9	1	8	0	12.4014
2017	6	9	1	9	0	11.6058
2017	6	9	1	10	0	11.6058
2017	6	9	1	11	0	11.7588
2017	6	9	1	12	0	12.5952
2017	6	9	1	13	0	11.004
2017	6	9	1	14	0	12.2382
2017	6	9	1	15	0	11.565
2017	6	9	1	16	0	11.2182
2017	6	9	1	17	0	10.647
2017	6	9	1	18	0	11.5446
2017	6	9	1	19	0	12.3912
2017	6	9	1	20	0	13.3806
2017	6	9	1	21	0	11.2692
2017	6	9	1	22	0	12.1566
2017	6	9	1	23	0	11.4324
2017	6	9	1	24	0	11.8812
2017	6	9	1	25	0	13.1562
2017	6	9	1	26	0	12.9216
2017	6	9	1	27	0	12.9522
2017	6	9	1	28	0	13.809
2017	6	9	1	29	0	13.6458
2017	6	9	1	30	0	13.9518
2017	6	9	1	31	0	13.5336
2017	6	9	1	32	0	13.401
2017	6	9	1	33	0	13.758
2017	6	9	1	34	0	12.0546
2017	6	9	1	35	0	11.871
2017	6	9	1	36	0	11.5854
2017	6	9	1	37	0	12.33
2017	6	9	1	38	0	12.2688
2017	6	9	1	39	0	10.9428
2017	6	9	1	40	0	13.1256
2017	6	9	1	41	0	14.1864
2017	6	9	1	42	0	11.0958
2017	6	9	1	43	0	12.4014
2017	6	9	1	44	0	11.8914
2017	6	9	1	45	0	10.8
2017	6	9	1	46	0	11.6568
2017	6	9	1	47	0	9.9534
2017	6	9	1	48	0	13.0746
2017	6	9	1	49	0	14.9004
