# year	month	day	hour(utc+3)	minute	T_2	TD_2	U_2	WD_2	T_26	TD_26	U_26	WD_26	T_49	TD_49	U_49	WD_49	T_92	TD_92	U_92	WD_92	T_141	TD_141	U_141	WD_141	T_217	TD_217	U_217	WD_217	T_265	TD_265	U_265	WD_265	T_327	TD_327	U_327	WD_327
2017	6	14	0	0	9.4	9.6	-999.0	-999.0	9.3	8.1	3.0	6.0	9.7	7.4	-999.0	-999.0	8.8	7.4	7.4	11.0	9.1	6.9	-999.0	-999.0	8.4	7.4	11.0	1.0	7.4	6.7	-999.0	-999.0	7.5	6.2	-999.0	-999.0
2017	6	14	0	10	9.4	9.3	-999.0	-999.0	9.3	7.8	3.5	8.0	9.7	7.2	-999.0	-999.0	8.7	7.3	7.0	12.0	8.9	6.8	-999.0	-999.0	8.4	7.3	10.0	3.0	7.4	6.5	-999.0	-999.0	7.4	6.1	-999.0	-999.0
2017	6	14	0	20	9.0	9.3	-999.0	-999.0	9.1	7.8	2.8	8.0	9.6	7.2	-999.0	-999.0	8.7	7.2	6.1	13.0	8.9	6.7	-999.0	-999.0	8.4	7.2	9.7	4.0	7.4	6.3	-999.0	-999.0	7.5	5.8	-999.0	-999.0
2017	6	14	0	30	8.8	9.3	-999.0	-999.0	8.9	7.7	3.1	4.0	9.4	7.1	-999.0	-999.0	8.5	7.2	6.8	11.0	8.8	6.7	-999.0	-999.0	8.3	7.1	10.5	2.0	7.3	6.3	-999.0	-999.0	7.5	5.9	-999.0	-999.0
2017	6	14	0	40	8.7	9.2	-999.0	-999.0	8.8	7.6	3.6	2.0	9.3	7.0	-999.0	-999.0	8.5	7.0	7.7	10.0	8.8	6.5	-999.0	-999.0	8.3	7.2	11.4	1.0	7.4	6.1	-999.0	-999.0	7.5	5.6	-999.0	-999.0
2017	6	14	0	50	8.5	9.0	-999.0	-999.0	8.6	7.5	3.3	359.0	9.1	6.8	-999.0	-999.0	8.3	6.9	7.7	9.0	8.7	6.4	-999.0	-999.0	8.3	6.8	11.5	2.0	7.4	5.9	-999.0	-999.0	7.7	5.3	-999.0	-999.0
2017	6	14	1	0	8.4	8.8	-999.0	-999.0	8.6	7.4	3.9	2.0	9.1	6.8	-999.0	-999.0	8.5	6.9	8.0	10.0	8.9	6.2	-999.0	-999.0	8.5	6.7	11.9	3.0	7.6	5.6	-999.0	-999.0	7.7	5.1	-999.0	-999.0
2017	6	14	1	10	8.4	8.8	-999.0	-999.0	8.5	7.3	3.4	2.0	9.0	6.7	-999.0	-999.0	8.3	6.7	8.5	9.0	8.7	6.1	-999.0	-999.0	8.3	6.7	10.9	4.0	7.5	5.4	-999.0	-999.0	7.9	4.7	-999.0	-999.0
2017	6	14	1	20	8.3	8.6	-999.0	-999.0	8.6	7.2	3.4	3.0	9.1	6.6	-999.0	-999.0	8.4	6.6	7.7	11.0	8.7	6.0	-999.0	-999.0	8.3	6.3	10.1	5.0	7.7	5.2	-999.0	-999.0	8.1	4.4	-999.0	-999.0
2017	6	14	1	30	8.1	8.6	-999.0	-999.0	8.4	7.2	3.2	359.0	8.9	6.5	-999.0	-999.0	8.3	6.6	7.8	10.0	8.7	6.0	-999.0	-999.0	8.7	6.1	11.1	4.0	8.0	4.9	-999.0	-999.0	8.2	4.3	-999.0	-999.0
2017	6	14	1	40	7.9	8.6	-999.0	-999.0	8.2	7.1	3.3	353.0	8.9	6.4	-999.0	-999.0	8.4	6.5	8.7	6.0	9.0	5.8	-999.0	-999.0	8.9	6.1	12.4	2.0	8.0	5.0	-999.0	-999.0	8.3	4.2	-999.0	-999.0
2017	6	14	1	50	7.9	8.5	-999.0	-999.0	8.1	7.1	3.2	351.0	8.8	6.4	-999.0	-999.0	8.5	6.5	8.4	3.0	9.0	5.8	-999.0	-999.0	8.8	6.3	12.7	1.0	8.0	4.9	-999.0	-999.0	8.4	4.1	-999.0	-999.0
2017	6	14	2	0	7.8	8.4	-999.0	-999.0	8.1	7.0	3.3	350.0	8.9	6.4	-999.0	-999.0	8.6	6.4	8.7	3.0	9.0	5.8	-999.0	-999.0	9.0	6.0	12.6	2.0	8.5	4.3	-999.0	-999.0	8.7	3.5	-999.0	-999.0
2017	6	14	2	10	7.8	8.4	-999.0	-999.0	8.2	6.9	3.5	348.0	9.1	6.3	-999.0	-999.0	8.6	6.2	8.8	5.0	9.3	5.4	-999.0	-999.0	9.0	5.5	10.8	5.0	8.5	3.9	-999.0	-999.0	8.7	3.0	-999.0	-999.0
2017	6	14	2	20	7.7	8.3	-999.0	-999.0	8.2	6.9	3.7	353.0	9.1	6.2	-999.0	-999.0	8.7	6.1	8.9	8.0	9.2	5.2	-999.0	-999.0	9.0	5.0	8.7	8.0	8.4	3.7	-999.0	-999.0	8.7	2.5	-999.0	-999.0
2017	6	14	2	30	7.5	8.2	-999.0	-999.0	8.0	6.8	3.7	350.0	8.8	6.2	-999.0	-999.0	8.5	6.1	8.6	6.0	9.0	5.3	-999.0	-999.0	9.1	4.9	9.8	5.0	8.5	3.1	-999.0	-999.0	8.9	1.9	-999.0	-999.0
