# EF in g/m/veh assuming a fleet distribution similar to Makelankatu
start time, end time, traffic to city (veh/h), traffic from city (veh/h), PM, BC, OC, NOx, NO, NO2, VOC, OCSV, alkanes, SO2, N2O, NH3, E (J/m), FC_VTT, FC_EEA
2017-12-07 14:00:00, 2017-12-07 14:59:00, 758.8, 1189.3, 1.452e-05, 1.044e-05, 3.054e-06, 6.529e-04, 5.114e-04, 1.414e-04, 3.945e-05, 3.945e-07, 1.578e-05, 1.080e-06, 1.018e-05, 3.493e-05, 4.120e+03, 1.029e-01, 9.573e-02
2017-12-07 15:00:00, 2017-12-07 15:59:00, 898.0999999999999, 1348.8999999999999, 1.399e-05, 1.007e-05, 2.937e-06, 6.138e-04, 4.761e-04, 1.377e-04, 3.836e-05, 3.836e-07, 1.534e-05, 1.062e-06, 1.015e-05, 3.542e-05, 4.030e+03, 1.006e-01, 9.362e-02
2017-12-07 16:00:00, 2017-12-07 16:59:00, 1014.9999999999999, 1268.3999999999999, 1.354e-05, 9.776e-06, 2.830e-06, 5.715e-04, 4.365e-04, 1.349e-04, 3.780e-05, 3.780e-07, 1.512e-05, 1.027e-06, 1.006e-05, 3.612e-05, 3.860e+03, 9.643e-02, 8.963e-02
2017-12-07 17:00:00, 2017-12-07 17:59:00, 904.4, 1003.8, 1.310e-05, 9.432e-06, 2.755e-06, 5.665e-04, 4.358e-04, 1.306e-04, 3.580e-05, 3.580e-07, 1.432e-05, 1.081e-06, 1.027e-05, 3.558e-05, 4.115e+03, 1.018e-01, 9.560e-02
2017-12-07 18:00:00, 2017-12-07 18:59:00, 688.0999999999999, 763.6999999999999, 1.090e-05, 7.791e-06, 2.335e-06, 4.534e-04, 3.460e-04, 1.073e-04, 2.706e-05, 2.706e-07, 1.082e-05, 1.074e-06, 1.025e-05, 3.571e-05, 4.079e+03, 1.010e-01, 9.476e-02
2017-12-07 19:00:00, 2017-12-07 19:59:00, 588.0, 612.5, 1.077e-05, 7.705e-06, 2.307e-06, 4.424e-04, 3.359e-04, 1.065e-04, 2.683e-05, 2.683e-07, 1.073e-05, 1.055e-06, 1.019e-05, 3.598e-05, 3.987e+03, 9.892e-02, 9.260e-02
2017-12-07 20:00:00, 2017-12-07 20:59:00, 537.5999999999999, 540.4, 1.071e-05, 7.659e-06, 2.293e-06, 4.387e-04, 3.327e-04, 1.060e-04, 2.669e-05, 2.669e-07, 1.068e-05, 1.065e-06, 1.024e-05, 3.595e-05, 4.032e+03, 9.977e-02, 9.367e-02
2017-12-07 21:00:00, 2017-12-07 21:59:00, 407.4, 505.4, 1.060e-05, 7.587e-06, 2.270e-06, 4.326e-04, 3.274e-04, 1.052e-04, 2.647e-05, 2.647e-07, 1.059e-05, 1.076e-06, 1.029e-05, 3.595e-05, 4.085e+03, 1.007e-01, 9.489e-02
2017-12-07 22:00:00, 2017-12-07 22:59:00, 241.49999999999997, 319.2, 1.074e-05, 7.678e-06, 2.301e-06, 4.475e-04, 3.414e-04, 1.061e-04, 2.668e-05, 2.668e-07, 1.067e-05, 1.127e-06, 1.048e-05, 3.543e-05, 4.320e+03, 1.058e-01, 1.004e-01
2017-12-07 23:00:00, 2017-12-07 23:59:00, 269.5, 218.39999999999998, 1.074e-05, 7.673e-06, 2.300e-06, 4.476e-04, 3.416e-04, 1.060e-04, 2.666e-05, 2.666e-07, 1.067e-05, 1.131e-06, 1.050e-05, 3.539e-05, 4.341e+03, 1.062e-01, 1.009e-01
