2.017000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000044e+00,1.569999999999999929e+01
2.017000000000000000e+03,1.000000000000000000e+00,2.000000000000000000e+00,-3.500000000000000000e+00,3.620000000000000284e+01
2.017000000000000000e+03,1.000000000000000000e+00,3.000000000000000000e+00,-6.799999999999999822e+00,6.000000000000000000e+01
2.017000000000000000e+03,1.000000000000000000e+00,4.000000000000000000e+00,-1.219999999999999929e+01,8.920000000000000284e+01
2.017000000000000000e+03,1.000000000000000000e+00,5.000000000000000000e+00,-1.730000000000000071e+01,1.235000000000000000e+02
2.017000000000000000e+03,1.000000000000000000e+00,6.000000000000000000e+00,-1.689999999999999858e+01,1.574000000000000057e+02
2.017000000000000000e+03,1.000000000000000000e+00,7.000000000000000000e+00,-3.500000000000000000e+00,1.779000000000000057e+02
2.017000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+00,-1.000000000000000056e-01,1.950000000000000000e+02
2.017000000000000000e+03,1.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000444e-01,2.111999999999999886e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,2.261999999999999886e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.100000000000000000e+01,-1.100000000000000089e+00,2.442999999999999829e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.200000000000000000e+01,-2.299999999999999822e+00,2.635999999999999659e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.500000000000000000e+00,2.790999999999999659e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.400000000000000000e+01,1.199999999999999956e+00,2.948999999999999773e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.500000000000000000e+01,-2.299999999999999822e+00,3.141999999999999886e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.600000000000000000e+01,-3.700000000000000178e+00,3.348999999999999773e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.700000000000000000e+01,-2.899999999999999911e+00,3.547999999999999545e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.800000000000000000e+01,1.399999999999999911e+00,3.703999999999999773e+02
2.017000000000000000e+03,1.000000000000000000e+00,1.900000000000000000e+01,1.800000000000000044e+00,3.855999999999999659e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,4.025999999999999659e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.100000000000000000e+01,-1.000000000000000000e+00,4.205999999999999659e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.200000000000000000e+01,1.500000000000000000e+00,4.360999999999999659e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.300000000000000000e+01,2.999999999999999889e-01,4.527999999999999545e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.400000000000000000e+01,-1.899999999999999911e+00,4.716999999999999318e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.500000000000000000e+01,-3.299999999999999822e+00,4.919999999999999432e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.600000000000000000e+01,2.299999999999999822e+00,5.066999999999999318e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.700000000000000000e+01,1.800000000000000044e+00,5.218999999999999773e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.800000000000000000e+01,1.000000000000000000e+00,5.378999999999999773e+02
2.017000000000000000e+03,1.000000000000000000e+00,2.900000000000000000e+01,9.000000000000000222e-01,5.540000000000000000e+02
2.017000000000000000e+03,1.000000000000000000e+00,3.000000000000000000e+01,1.500000000000000000e+00,5.695000000000000000e+02
2.017000000000000000e+03,1.000000000000000000e+00,3.100000000000000000e+01,4.000000000000000222e-01,5.861000000000000227e+02
2.017000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+00,-2.999999999999999889e-01,6.033999999999999773e+02
2.017000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,-4.000000000000000222e-01,6.207999999999999545e+02
2.017000000000000000e+03,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000111e-01,6.375999999999999091e+02
2.017000000000000000e+03,2.000000000000000000e+00,4.000000000000000000e+00,6.999999999999999556e-01,6.538999999999998636e+02
2.017000000000000000e+03,2.000000000000000000e+00,5.000000000000000000e+00,-2.100000000000000089e+00,6.729999999999998863e+02
