
       17.000	       11.000	       28.000	       13.000	     -168.000	       79.499	      -27.997	      265.500	      857.400	        0.000	       25.000	        0.000
       17.000	       11.000	       28.000	       14.000	     -167.000	       79.481	      -27.421	      207.400	      866.900	        0.000	       25.000	        0.000
       17.000	       11.000	       28.000	       15.000	     -166.000	       79.484	      -26.747	      123.200	      887.500	        0.000	       25.000	        0.000
       17.000	       11.000	       28.000	       16.000	     -165.000	       79.515	      -26.042	       61.100	      904.500	        0.000	       25.600	        0.000
       17.000	       11.000	       28.000	       17.000	     -164.000	       79.567	      -25.436	       36.900	      918.700	        0.000	       26.200	        0.000
       17.000	       11.000	       28.000	       18.000	     -163.000	       79.631	      -24.933	       25.500	      932.100	        0.000	       26.800	        0.000
       17.000	       11.000	       28.000	       19.000	     -162.000	       79.700	      -24.546	       20.800	      942.200	        0.000	       26.200	        0.000
       17.000	       11.000	       28.000	       20.000	     -161.000	       79.770	      -24.290	       20.900	      950.800	        0.000	       25.600	        0.000
       17.000	       11.000	       28.000	       21.000	     -160.000	       79.841	      -24.168	       26.400	      957.300	        0.000	       25.000	        0.000
       17.000	       11.000	       28.000	       22.000	     -159.000	       79.909	      -24.126	       37.100	      962.800	        0.000	       25.900	        0.000
       17.000	       11.000	       28.000	       23.000	     -158.000	       79.974	      -24.115	       52.900	      967.400	        0.000	       25.500	        0.000
       17.000	       11.000	       29.000	        0.000	     -157.000	       80.037	      -24.089	       74.200	      966.000	        0.000	       26.000	        0.000
       17.000	       11.000	       29.000	        1.000	     -156.000	       80.103	      -23.985	      102.600	      957.500	        0.000	       27.900	        0.000
       17.000	       11.000	       29.000	        2.000	     -155.000	       80.180	      -23.769	      133.600	      950.600	        0.000	       30.700	        0.000
       17.000	       11.000	       29.000	        3.000	     -154.000	       80.278	      -23.440	      169.400	      943.800	        0.000	       37.500	        0.000
       17.000	       11.000	       29.000	        4.000	     -153.000	       80.402	      -22.896	      256.800	      928.000	        0.000	       46.400	        0.000
       17.000	       11.000	       29.000	        5.000	     -152.000	       80.534	      -22.103	      261.700	      938.600	        0.000	       33.200	        0.000
       17.000	       11.000	       29.000	        6.000	     -151.000	       80.666	      -21.399	       69.000	      952.400	        0.000	       25.000	        0.000
       17.000	       11.000	       29.000	        7.000	     -150.000	       80.791	      -20.997	        6.900	      946.400	        0.000	       25.100	        0.000
       17.000	       11.000	       29.000	        8.000	     -149.000	       80.919	      -20.672	        0.000	      944.200	        0.000	       25.200	        0.000
       17.000	       11.000	       29.000	        9.000	     -148.000	       81.029	      -20.349	        0.000	      939.500	        0.000	       25.200	        0.000
       17.000	       11.000	       29.000	       10.000	     -147.000	       81.088	      -20.099	        0.000	      939.500	        0.000	       25.200	        0.000
       17.000	       11.000	       29.000	       11.000	     -146.000	       81.096	      -19.960	        0.000	      939.400	        0.000	       25.100	        0.000
       17.000	       11.000	       29.000	       12.000	     -145.000	       81.065	      -19.886	        0.000	      938.500	        0.000	       25.000	        0.000
       17.000	       11.000	       29.000	       13.000	     -144.000	       81.023	      -19.837	        0.000	      936.200	        0.000	       25.000	        0.000
       17.000	       11.000	       29.000	       14.000	     -143.000	       80.990	      -19.777	        0.000	      936.200	        0.000	       25.000	        0.000
       17.000	       11.000	       29.000	       15.000	     -142.000	       80.965	      -19.696	        0.000	      939.300	        0.000	       25.000	        0.000
       17.000	       11.000	       29.000	       16.000	     -141.000	       80.947	      -19.584	        0.000	      942.400	        0.000	       25.000	        0.000
       17.000	       11.000	       29.000	       17.000	     -140.000	       80.934	      -19.445	        0.000	      945.700	        0.000	       25.000	        0.000
       17.000	       11.000	       29.000	       18.000	     -139.000	       80.929	      -19.273	        0.000	      949.200	        0.000	       25.000	        0.000
       17.000	       11.000	       29.000	       19.000	     -138.000	       80.928	      -19.073	        0.000	      953.000	        0.000	       25.000	        0.000
       17.000	       11.000	       29.000	       20.000	     -137.000	       80.926	      -18.895	        0.000	      955.900	        0.000	       25.100	        0.000
       17.000	       11.000	       29.000	       21.000	     -136.000	       80.920	      -18.794	        0.000	      957.600	        0.000	       25.200	        0.000
       17.000	       11.000	       29.000	       22.000	     -135.000	       80.918	      -18.764	        0.000	      957.500	        0.000	       25.200	        0.000
       17.000	       11.000	       29.000	       23.000	     -134.000	       80.925	      -18.756	        0.000	      956.700	        0.000	       25.100	        0.000
       17.000	       11.000	       30.000	        0.000	     -133.000	       80.945	      -18.778	        0.000	      955.100	        0.000	       25.000	        0.000
       17.000	       11.000	       30.000	        1.000	     -132.000	       80.969	      -18.822	        0.000	      953.700	        0.000	       25.000	        0.000
       17.000	       11.000	       30.000	        2.000	     -131.000	       80.986	      -18.857	        0.000	      952.600	        0.000	       25.000	        0.000
       17.000	       11.000	       30.000	        3.000	     -130.000	       80.996	      -18.875	        0.000	      952.100	        0.000	       25.000	        0.000
       17.000	       11.000	       30.000	        4.000	     -129.000	       80.999	      -18.886	        0.000	      951.800	        0.000	       25.000	        0.000
       17.000	       11.000	       30.000	        5.000	     -128.000	       80.999	      -18.922	        0.000	      951.400	        0.000	       25.000	        0.000
       17.000	       11.000	       30.000	        6.000	     -127.000	       80.996	      -18.999	        0.000	      950.600	        0.000	       25.000	        0.000
       17.000	       11.000	       30.000	        7.000	     -126.000	       80.995	      -19.113	        0.000	      948.500	        0.000	       25.000	        0.000
