
       17.000	       11.000	       28.000	       21.000	     -168.000	       79.373	       87.687	     1257.100	      858.300	        0.000	       75.700	        0.000
       17.000	       11.000	       28.000	       22.000	     -167.000	       79.466	       87.022	     1250.200	      858.500	        0.000	       90.400	        0.000
       17.000	       11.000	       28.000	       23.000	     -166.000	       79.579	       86.305	     1250.100	      858.700	        0.000	      115.500	        0.000
       17.000	       11.000	       29.000	        0.000	     -165.000	       79.714	       85.498	     1250.100	      858.800	        0.000	      136.900	        0.000
       17.000	       11.000	       29.000	        1.000	     -164.000	       79.865	       84.591	     1248.900	      859.000	        0.000	      139.600	        0.000
       17.000	       11.000	       29.000	        2.000	     -163.000	       80.025	       83.564	     1244.600	      859.700	        0.000	      132.000	        0.000
       17.000	       11.000	       29.000	        3.000	     -162.000	       80.192	       82.451	     1237.200	      860.700	        0.000	      128.800	        0.000
       17.000	       11.000	       29.000	        4.000	     -161.000	       80.362	       81.269	     1228.400	      861.900	        0.000	      141.200	        0.000
       17.000	       11.000	       29.000	        5.000	     -160.000	       80.539	       80.006	     1219.900	      863.100	        0.000	      155.900	        0.000
       17.000	       11.000	       29.000	        6.000	     -159.000	       80.719	       78.608	     1211.500	      864.400	        0.000	      168.100	        0.000
       17.000	       11.000	       29.000	        7.000	     -158.000	       80.897	       77.063	     1202.800	      865.700	        0.000	      161.400	        0.000
       17.000	       11.000	       29.000	        8.000	     -157.000	       81.071	       75.423	     1193.400	      867.200	        0.000	      199.900	        0.000
       17.000	       11.000	       29.000	        9.000	     -156.000	       81.236	       73.761	     1181.900	      868.900	        0.000	      226.700	        0.000
       17.000	       11.000	       29.000	       10.000	     -155.000	       81.388	       72.045	     1174.700	      869.900	        0.000	      204.000	        0.000
       17.000	       11.000	       29.000	       11.000	     -154.000	       81.523	       70.246	     1166.500	      871.100	        0.000	      195.900	        0.000
       17.000	       11.000	       29.000	       12.000	     -153.000	       81.640	       68.338	     1149.300	      873.200	        0.000	      235.200	        0.000
       17.000	       11.000	       29.000	       13.000	     -152.000	       81.745	       66.349	     1126.500	      876.100	        0.000	      236.200	        0.000
       17.000	       11.000	       29.000	       14.000	     -151.000	       81.845	       64.301	     1118.700	      875.900	        0.000	      244.700	        0.000
       17.000	       11.000	       29.000	       15.000	     -150.000	       81.933	       62.225	     1112.200	      877.800	        0.000	      270.100	        0.000
       17.000	       11.000	       29.000	       16.000	     -149.000	       82.011	       60.140	     1111.600	      877.800	        0.000	      279.700	        0.000
       17.000	       11.000	       29.000	       17.000	     -148.000	       82.079	       58.075	     1089.500	      880.700	        0.000	      296.200	        0.000
       17.000	       11.000	       29.000	       18.000	     -147.000	       82.137	       56.040	     1068.400	      883.100	        0.000	      319.900	        0.000
       17.000	       11.000	       29.000	       19.000	     -146.000	       82.187	       54.045	     1053.100	      884.900	        0.000	      296.600	        0.000
       17.000	       11.000	       29.000	       20.000	     -145.000	       82.228	       52.089	     1044.100	      886.100	        0.000	      272.200	        0.000
       17.000	       11.000	       29.000	       21.000	     -144.000	       82.258	       50.164	     1041.200	      886.400	        0.000	      227.100	        0.000
       17.000	       11.000	       29.000	       22.000	     -143.000	       82.282	       48.277	     1037.600	      886.800	        0.000	      188.300	        0.000
       17.000	       11.000	       29.000	       23.000	     -142.000	       82.300	       46.453	     1026.700	      888.000	        0.000	      173.400	        0.000
       17.000	       11.000	       30.000	        0.000	     -141.000	       82.316	       44.719	     1009.400	      890.000	        0.000	      164.500	        0.000
       17.000	       11.000	       30.000	        1.000	     -140.000	       82.332	       43.045	      990.000	      892.300	        0.000	      167.100	        0.000
       17.000	       11.000	       30.000	        2.000	     -139.000	       82.353	       41.416	      975.900	      893.900	        0.000	      170.000	        0.000
       17.000	       11.000	       30.000	        3.000	     -138.000	       82.377	       39.810	      961.900	      895.500	        0.000	      192.300	        0.000
       17.000	       11.000	       30.000	        4.000	     -137.000	       82.405	       38.223	      945.500	      897.200	        0.000	      197.100	        0.000
       17.000	       11.000	       30.000	        5.000	     -136.000	       82.436	       36.661	      927.100	      899.200	        0.000	      212.400	        0.000
       17.000	       11.000	       30.000	        6.000	     -135.000	       82.463	       35.092	      907.000	      901.500	        0.000	      222.900	        0.000
       17.000	       11.000	       30.000	        7.000	     -134.000	       82.499	       33.554	      891.600	      903.200	        0.000	      233.600	        0.000
       17.000	       11.000	       30.000	        8.000	     -133.000	       82.540	       32.073	      874.900	      905.400	        0.000	      263.700	        0.000
       17.000	       11.000	       30.000	        9.000	     -132.000	       82.590	       30.638	      855.700	      907.600	        0.000	      268.200	        0.000
       17.000	       11.000	       30.000	       10.000	     -131.000	       82.649	       29.216	      838.300	      909.400	        0.000	      293.500	        0.000
       17.000	       11.000	       30.000	       11.000	     -130.000	       82.718	       27.729	      821.200	      911.000	        0.000	      312.200	        0.000
       17.000	       11.000	       30.000	       12.000	     -129.000	       82.793	       26.136	      801.700	      913.000	        0.000	      329.400	        0.000
       17.000	       11.000	       30.000	       13.000	     -128.000	       82.870	       24.459	      781.000	      915.200	        0.000	      297.300	        0.000
