piste,pvm,aika,suunta,autot,suunta,autot
510,06.12.2017,10:00:00,1,173,2,105
510,06.12.2017,10:15:00,1,184,2,101
510,06.12.2017,10:30:00,1,158,2,116
510,06.12.2017,10:45:00,1,179,2,170
510,06.12.2017,11:00:00,1,174,2,184
510,06.12.2017,11:15:00,1,180,2,187
510,06.12.2017,11:30:00,1,181,2,189
510,06.12.2017,11:45:00,1,225,2,180
510,06.12.2017,12:00:00,1,229,2,210
510,06.12.2017,12:15:00,1,207,2,179
510,06.12.2017,12:30:00,1,221,2,212
510,06.12.2017,12:45:00,1,251,2,181
510,06.12.2017,13:00:00,1,255,2,212
510,06.12.2017,13:15:00,1,258,2,227
510,06.12.2017,13:30:00,1,263,2,253
510,06.12.2017,13:45:00,1,247,2,237
510,06.12.2017,14:00:00,1,236,2,215
510,06.12.2017,14:15:00,1,266,2,215
510,06.12.2017,14:30:00,1,286,2,249
510,06.12.2017,14:45:00,1,236,2,239
510,06.12.2017,15:00:00,1,240,2,237
510,06.12.2017,15:15:00,1,303,2,254
510,06.12.2017,15:30:00,1,304,2,245
510,06.12.2017,15:45:00,1,309,2,221
510,06.12.2017,16:00:00,1,265,2,247
510,06.12.2017,16:15:00,1,292,2,238
510,06.12.2017,16:30:00,1,296,2,227
510,06.12.2017,16:45:00,1,248,2,222
510,06.12.2017,17:00:00,1,218,2,232
510,06.12.2017,17:15:00,1,217,2,236
510,06.12.2017,17:30:00,1,228,2,230
510,06.12.2017,17:45:00,1,179,2,222
510,06.12.2017,18:00:00,1,206,2,232
510,06.12.2017,18:15:00,1,223,2,264
510,06.12.2017,18:30:00,1,188,2,241
510,06.12.2017,18:45:00,1,178,2,203
510,06.12.2017,19:00:00,1,145,2,176
510,06.12.2017,19:15:00,1,118,2,163
510,06.12.2017,19:30:00,1,132,2,161
510,06.12.2017,19:45:00,1,139,2,142
510,06.12.2017,20:00:00,1,156,2,147
510,06.12.2017,20:15:00,1,154,2,159
510,06.12.2017,20:30:00,1,166,2,134
510,06.12.2017,20:45:00,1,146,2,166
510,06.12.2017,21:00:00,1,203,2,138
510,06.12.2017,21:15:00,1,235,2,157
510,06.12.2017,21:30:00,1,235,2,162
510,06.12.2017,21:45:00,1,151,2,129
510,06.12.2017,22:00:00,1,93,2,133
510,06.12.2017,22:15:00,1,94,2,115
510,06.12.2017,22:30:00,1,81,2,190
510,06.12.2017,22:45:00,1,115,2,252
510,06.12.2017,23:00:00,1,93,2,243
510,06.12.2017,23:15:00,1,126,2,202
510,06.12.2017,23:30:00,1,79,2,184
510,06.12.2017,23:45:00,1,87,2,112
510,07.12.2017,00:00:00,1,71,2,78
510,07.12.2017,00:15:00,1,65,2,80
510,07.12.2017,00:30:00,1,60,2,81
510,07.12.2017,00:45:00,1,51,2,56
510,07.12.2017,01:00:00,1,43,2,66
510,07.12.2017,01:15:00,1,44,2,51
510,07.12.2017,01:30:00,1,45,2,40
510,07.12.2017,01:45:00,1,31,2,50
510,07.12.2017,02:00:00,1,21,2,42
510,07.12.2017,02:15:00,1,33,2,31
510,07.12.2017,02:30:00,1,24,2,22
510,07.12.2017,02:45:00,1,22,2,26
510,07.12.2017,03:00:00,1,26,2,18
510,07.12.2017,03:15:00,1,28,2,15
510,07.12.2017,03:30:00,1,17,2,29
510,07.12.2017,03:45:00,1,30,2,30
510,07.12.2017,04:00:00,1,27,2,36
510,07.12.2017,04:15:00,1,35,2,32
510,07.12.2017,04:30:00,1,29,2,52
510,07.12.2017,04:45:00,1,45,2,37
510,07.12.2017,05:00:00,1,31,2,47
510,07.12.2017,05:15:00,1,72,2,60
510,07.12.2017,05:30:00,1,97,2,82
510,07.12.2017,05:45:00,1,149,2,112
510,07.12.2017,06:00:00,1,169,2,103
510,07.12.2017,06:15:00,1,278,2,159
510,07.12.2017,06:30:00,1,377,2,171
510,07.12.2017,06:45:00,1,405,2,181
510,07.12.2017,07:00:00,1,416,2,185
510,07.12.2017,07:15:00,1,435,2,194
510,07.12.2017,07:30:00,1,450,2,262
510,07.12.2017,07:45:00,1,440,2,250
510,07.12.2017,08:00:00,1,457,2,276
510,07.12.2017,08:15:00,1,434,2,261
510,07.12.2017,08:30:00,1,431,2,289
510,07.12.2017,08:45:00,1,456,2,269
510,07.12.2017,09:00:00,1,435,2,242
510,07.12.2017,09:15:00,1,397,2,270
510,07.12.2017,09:30:00,1,335,2,250
510,07.12.2017,09:45:00,1,341,2,236
510,07.12.2017,10:00:00,1,295,2,253
510,07.12.2017,10:15:00,1,295,2,237
510,07.12.2017,10:30:00,1,314,2,280
510,07.12.2017,10:45:00,1,310,2,265
510,07.12.2017,11:00:00,1,293,2,274
510,07.12.2017,11:15:00,1,287,2,317
510,07.12.2017,11:30:00,1,325,2,301
510,07.12.2017,11:45:00,1,278,2,262
510,07.12.2017,12:00:00,1,312,2,309
510,07.12.2017,12:15:00,1,270,2,331
510,07.12.2017,12:30:00,1,314,2,289
510,07.12.2017,12:45:00,1,305,2,307
510,07.12.2017,13:00:00,1,260,2,287
510,07.12.2017,13:15:00,1,249,2,350
510,07.12.2017,13:30:00,1,294,2,381
510,07.12.2017,13:45:00,1,237,2,358
510,07.12.2017,14:00:00,1,303,2,398
510,07.12.2017,14:15:00,1,243,2,388
510,07.12.2017,14:30:00,1,263,2,427
510,07.12.2017,14:45:00,1,275,2,486
510,07.12.2017,15:00:00,1,295,2,538
510,07.12.2017,15:15:00,1,330,2,501
510,07.12.2017,15:30:00,1,324,2,449
510,07.12.2017,15:45:00,1,334,2,439
510,07.12.2017,16:00:00,1,335,2,461
510,07.12.2017,16:15:00,1,323,2,466
510,07.12.2017,16:30:00,1,361,2,500
510,07.12.2017,16:45:00,1,431,2,385
510,07.12.2017,17:00:00,1,336,2,385
510,07.12.2017,17:15:00,1,310,2,357
510,07.12.2017,17:30:00,1,310,2,382
510,07.12.2017,17:45:00,1,336,2,310
510,07.12.2017,18:00:00,1,269,2,307
510,07.12.2017,18:15:00,1,245,2,307
510,07.12.2017,18:30:00,1,263,2,243
510,07.12.2017,18:45:00,1,206,2,234
510,07.12.2017,19:00:00,1,230,2,241
510,07.12.2017,19:15:00,1,160,2,231
510,07.12.2017,19:30:00,1,223,2,220
510,07.12.2017,19:45:00,1,227,2,183
510,07.12.2017,20:00:00,1,196,2,195
510,07.12.2017,20:15:00,1,180,2,187
510,07.12.2017,20:30:00,1,219,2,180
510,07.12.2017,20:45:00,1,173,2,210
510,07.12.2017,21:00:00,1,168,2,215
510,07.12.2017,21:15:00,1,146,2,193
510,07.12.2017,21:30:00,1,145,2,164
510,07.12.2017,21:45:00,1,123,2,150
510,07.12.2017,22:00:00,1,109,2,164
510,07.12.2017,22:15:00,1,82,2,116
510,07.12.2017,22:30:00,1,82,2,95
510,07.12.2017,22:45:00,1,72,2,81
510,07.12.2017,23:00:00,1,99,2,79
510,07.12.2017,23:15:00,1,83,2,72
510,07.12.2017,23:30:00,1,117,2,75
510,07.12.2017,23:45:00,1,86,2,86
510,08.12.2017,00:00:00,1,62,2,60
510,08.12.2017,00:15:00,1,47,2,59
510,08.12.2017,00:30:00,1,57,2,46
510,08.12.2017,00:45:00,1,45,2,37
510,08.12.2017,01:00:00,1,42,2,32
510,08.12.2017,01:15:00,1,37,2,26
510,08.12.2017,01:30:00,1,38,2,29
510,08.12.2017,01:45:00,1,27,2,27
510,08.12.2017,02:00:00,1,22,2,22
510,08.12.2017,02:15:00,1,36,2,19
510,08.12.2017,02:30:00,1,18,2,16
510,08.12.2017,02:45:00,1,33,2,17
510,08.12.2017,03:00:00,1,21,2,21
510,08.12.2017,03:15:00,1,18,2,15
510,08.12.2017,03:30:00,1,22,2,23
510,08.12.2017,03:45:00,1,24,2,40
510,08.12.2017,04:00:00,1,25,2,39
510,08.12.2017,04:15:00,1,23,2,24
510,08.12.2017,04:30:00,1,38,2,26
510,08.12.2017,04:45:00,1,41,2,35
510,08.12.2017,05:00:00,1,45,2,45
510,08.12.2017,05:15:00,1,69,2,64
510,08.12.2017,05:30:00,1,120,2,69
510,08.12.2017,05:45:00,1,149,2,89
510,08.12.2017,06:00:00,1,176,2,117
510,08.12.2017,06:15:00,1,267,2,146
510,08.12.2017,06:30:00,1,396,2,184
510,08.12.2017,06:45:00,1,387,2,173
510,08.12.2017,07:00:00,1,399,2,184
510,08.12.2017,07:15:00,1,409,2,189
510,08.12.2017,07:30:00,1,438,2,252
510,08.12.2017,07:45:00,1,464,2,265
510,08.12.2017,08:00:00,1,398,2,259
510,08.12.2017,08:15:00,1,464,2,304
510,08.12.2017,08:30:00,1,469,2,251
510,08.12.2017,08:45:00,1,482,2,273
510,08.12.2017,09:00:00,1,436,2,229
510,08.12.2017,09:15:00,1,420,2,218
510,08.12.2017,09:30:00,1,400,2,252
510,08.12.2017,09:45:00,1,368,2,232
510,08.12.2017,10:00:00,1,333,2,265
510,08.12.2017,10:15:00,1,275,2,242
510,08.12.2017,10:30:00,1,278,2,276
510,08.12.2017,10:45:00,1,334,2,267
510,08.12.2017,11:00:00,1,300,2,315
510,08.12.2017,11:15:00,1,273,2,303
510,08.12.2017,11:30:00,1,297,2,318
510,08.12.2017,11:45:00,1,330,2,281
510,08.12.2017,12:00:00,1,304,2,333
510,08.12.2017,12:15:00,1,295,2,315
510,08.12.2017,12:30:00,1,324,2,320
510,08.12.2017,12:45:00,1,298,2,309
510,08.12.2017,13:00:00,1,282,2,353
510,08.12.2017,13:15:00,1,284,2,363
510,08.12.2017,13:30:00,1,309,2,339
510,08.12.2017,13:45:00,1,308,2,400
510,08.12.2017,14:00:00,1,290,2,411
510,08.12.2017,14:15:00,1,305,2,464
510,08.12.2017,14:30:00,1,320,2,463
510,08.12.2017,14:45:00,1,302,2,430
510,08.12.2017,15:00:00,1,317,2,529
510,08.12.2017,15:15:00,1,348,2,546
510,08.12.2017,15:30:00,1,369,2,493
510,08.12.2017,15:45:00,1,338,2,470
510,08.12.2017,16:00:00,1,331,2,462
510,08.12.2017,16:15:00,1,400,2,482
510,08.12.2017,16:30:00,1,357,2,442
510,08.12.2017,16:45:00,1,320,2,416
510,08.12.2017,17:00:00,1,274,2,377
510,08.12.2017,17:15:00,1,326,2,356
510,08.12.2017,17:30:00,1,342,2,329
510,08.12.2017,17:45:00,1,356,2,331
510,08.12.2017,18:00:00,1,323,2,293
510,08.12.2017,18:15:00,1,308,2,278
510,08.12.2017,18:30:00,1,302,2,261
510,08.12.2017,18:45:00,1,280,2,254
510,08.12.2017,19:00:00,1,223,2,232
510,08.12.2017,19:15:00,1,204,2,241
510,08.12.2017,19:30:00,1,191,2,245
510,08.12.2017,19:45:00,1,213,2,208
510,08.12.2017,20:00:00,1,195,2,204
510,08.12.2017,20:15:00,1,224,2,214
510,08.12.2017,20:30:00,1,198,2,149
510,08.12.2017,20:45:00,1,180,2,193
510,08.12.2017,21:00:00,1,144,2,227
510,08.12.2017,21:15:00,1,140,2,208
510,08.12.2017,21:30:00,1,121,2,167
510,08.12.2017,21:45:00,1,132,2,149
510,08.12.2017,22:00:00,1,96,2,179
510,08.12.2017,22:15:00,1,131,2,164
510,08.12.2017,22:30:00,1,139,2,121
510,08.12.2017,22:45:00,1,123,2,142
510,08.12.2017,23:00:00,1,140,2,142
510,08.12.2017,23:15:00,1,134,2,141
510,08.12.2017,23:30:00,1,142,2,134
510,08.12.2017,23:45:00,1,111,2,115
510,09.12.2017,00:00:00,1,105,2,110
510,09.12.2017,00:15:00,1,82,2,96
510,09.12.2017,00:30:00,1,80,2,92
510,09.12.2017,00:45:00,1,94,2,79
510,09.12.2017,01:00:00,1,102,2,81
510,09.12.2017,01:15:00,1,77,2,76
510,09.12.2017,01:30:00,1,69,2,64
510,09.12.2017,01:45:00,1,62,2,69
510,09.12.2017,02:00:00,1,63,2,69
510,09.12.2017,02:15:00,1,66,2,70
510,09.12.2017,02:30:00,1,76,2,81
510,09.12.2017,02:45:00,1,62,2,72
510,09.12.2017,03:00:00,1,69,2,75
510,09.12.2017,03:15:00,1,62,2,82
510,09.12.2017,03:30:00,1,65,2,69
510,09.12.2017,03:45:00,1,55,2,63
510,09.12.2017,04:00:00,1,50,2,66
510,09.12.2017,04:15:00,1,47,2,68
510,09.12.2017,04:30:00,1,47,2,58
510,09.12.2017,04:45:00,1,36,2,54
510,09.12.2017,05:00:00,1,38,2,54
510,09.12.2017,05:15:00,1,44,2,46
510,09.12.2017,05:30:00,1,54,2,54
510,09.12.2017,05:45:00,1,53,2,53
510,09.12.2017,06:00:00,1,47,2,57
510,09.12.2017,06:15:00,1,74,2,50
510,09.12.2017,06:30:00,1,96,2,64
510,09.12.2017,06:45:00,1,61,2,65
510,09.12.2017,07:00:00,1,74,2,37
510,09.12.2017,07:15:00,1,95,2,52
510,09.12.2017,07:30:00,1,97,2,84
510,09.12.2017,07:45:00,1,108,2,79
510,09.12.2017,08:00:00,1,153,2,72
510,09.12.2017,08:15:00,1,206,2,75
510,09.12.2017,08:30:00,1,209,2,92
510,09.12.2017,08:45:00,1,222,2,98
510,09.12.2017,09:00:00,1,220,2,109
510,09.12.2017,09:15:00,1,212,2,103
510,09.12.2017,09:30:00,1,308,2,150
510,09.12.2017,09:45:00,1,301,2,159
510,09.12.2017,10:00:00,1,311,2,159
510,09.12.2017,10:15:00,1,283,2,149
510,09.12.2017,10:30:00,1,237,2,214
510,09.12.2017,10:45:00,1,278,2,238
510,09.12.2017,11:00:00,1,280,2,259
510,09.12.2017,11:15:00,1,259,2,265
510,09.12.2017,11:30:00,1,304,2,270
510,09.12.2017,11:45:00,1,321,2,275
510,09.12.2017,12:00:00,1,306,2,251
510,09.12.2017,12:15:00,1,266,2,262
510,09.12.2017,12:30:00,1,259,2,264
510,09.12.2017,12:45:00,1,279,2,223
510,09.12.2017,13:00:00,1,288,2,276
510,09.12.2017,13:15:00,1,313,2,285
510,09.12.2017,13:30:00,1,318,2,279
510,09.12.2017,13:45:00,1,252,2,306
510,09.12.2017,14:00:00,1,250,2,305
510,09.12.2017,14:15:00,1,310,2,277
510,09.12.2017,14:30:00,1,301,2,281
510,09.12.2017,14:45:00,1,316,2,299
510,09.12.2017,15:00:00,1,303,2,277
510,09.12.2017,15:15:00,1,319,2,325
510,09.12.2017,15:30:00,1,341,2,302
510,09.12.2017,15:45:00,1,319,2,257
510,09.12.2017,16:00:00,1,261,2,260
510,09.12.2017,16:15:00,1,323,2,290
510,09.12.2017,16:30:00,1,262,2,271
510,09.12.2017,16:45:00,1,274,2,243
510,09.12.2017,17:00:00,1,240,2,280
510,09.12.2017,17:15:00,1,288,2,229
510,09.12.2017,17:30:00,1,317,2,236
510,09.12.2017,17:45:00,1,256,2,218
510,09.12.2017,18:00:00,1,288,2,245
510,09.12.2017,18:15:00,1,237,2,245
510,09.12.2017,18:30:00,1,232,2,185
510,09.12.2017,18:45:00,1,198,2,194
510,09.12.2017,19:00:00,1,166,2,210
510,09.12.2017,19:15:00,1,178,2,204
510,09.12.2017,19:30:00,1,192,2,184
510,09.12.2017,19:45:00,1,190,2,140
510,09.12.2017,20:00:00,1,164,2,137
510,09.12.2017,20:15:00,1,160,2,159
510,09.12.2017,20:30:00,1,150,2,141
510,09.12.2017,20:45:00,1,150,2,193
510,09.12.2017,21:00:00,1,135,2,181
510,09.12.2017,21:15:00,1,133,2,185
510,09.12.2017,21:30:00,1,129,2,129
510,09.12.2017,21:45:00,1,106,2,123
510,09.12.2017,22:00:00,1,115,2,173
510,09.12.2017,22:15:00,1,111,2,149
510,09.12.2017,22:30:00,1,122,2,118
510,09.12.2017,22:45:00,1,95,2,120
510,09.12.2017,23:00:00,1,118,2,106
510,09.12.2017,23:15:00,1,98,2,102
510,09.12.2017,23:30:00,1,133,2,100
510,09.12.2017,23:45:00,1,99,2,101
510,10.12.2017,00:00:00,1,78,2,93
510,10.12.2017,00:15:00,1,84,2,101
510,10.12.2017,00:30:00,1,78,2,79
510,10.12.2017,00:45:00,1,80,2,75
510,10.12.2017,01:00:00,1,64,2,88
510,10.12.2017,01:15:00,1,74,2,75
510,10.12.2017,01:30:00,1,63,2,81
510,10.12.2017,01:45:00,1,56,2,72
510,10.12.2017,02:00:00,1,69,2,76
510,10.12.2017,02:15:00,1,65,2,83
510,10.12.2017,02:30:00,1,57,2,85
510,10.12.2017,02:45:00,1,44,2,71
510,10.12.2017,03:00:00,1,53,2,61
510,10.12.2017,03:15:00,1,55,2,62
510,10.12.2017,03:30:00,1,50,2,82
510,10.12.2017,03:45:00,1,45,2,62
510,10.12.2017,04:00:00,1,49,2,81
510,10.12.2017,04:15:00,1,54,2,68
510,10.12.2017,04:30:00,1,37,2,55
510,10.12.2017,04:45:00,1,46,2,61
510,10.12.2017,05:00:00,1,29,2,60
510,10.12.2017,05:15:00,1,34,2,51
510,10.12.2017,05:30:00,1,53,2,55
510,10.12.2017,05:45:00,1,47,2,45
510,10.12.2017,06:00:00,1,55,2,61
510,10.12.2017,06:15:00,1,56,2,36
510,10.12.2017,06:30:00,1,76,2,53
510,10.12.2017,06:45:00,1,53,2,41
510,10.12.2017,07:00:00,1,57,2,41
510,10.12.2017,07:15:00,1,58,2,55
510,10.12.2017,07:30:00,1,70,2,62
510,10.12.2017,07:45:00,1,106,2,47
510,10.12.2017,08:00:00,1,99,2,59
510,10.12.2017,08:15:00,1,111,2,53
510,10.12.2017,08:30:00,1,133,2,56
510,10.12.2017,08:45:00,1,103,2,52
510,10.12.2017,09:00:00,1,84,2,57
510,10.12.2017,09:15:00,1,112,2,71
510,10.12.2017,09:30:00,1,154,2,94
510,10.12.2017,09:45:00,1,166,2,88
510,10.12.2017,10:00:00,1,151,2,115
510,10.12.2017,10:15:00,1,153,2,139
510,10.12.2017,10:30:00,1,208,2,165
510,10.12.2017,10:45:00,1,183,2,172
510,10.12.2017,11:00:00,1,173,2,183
510,10.12.2017,11:15:00,1,203,2,223
510,10.12.2017,11:30:00,1,204,2,189
510,10.12.2017,11:45:00,1,233,2,171
510,10.12.2017,12:00:00,1,225,2,206
510,10.12.2017,12:15:00,1,218,2,207
510,10.12.2017,12:30:00,1,221,2,219
510,10.12.2017,12:45:00,1,231,2,202
510,10.12.2017,13:00:00,1,228,2,257
510,10.12.2017,13:15:00,1,245,2,219
510,10.12.2017,13:30:00,1,278,2,254
510,10.12.2017,13:45:00,1,279,2,265
510,10.12.2017,14:00:00,1,262,2,256
510,10.12.2017,14:15:00,1,295,2,295
510,10.12.2017,14:30:00,1,272,2,300
510,10.12.2017,14:45:00,1,311,2,287
510,10.12.2017,15:00:00,1,273,2,285
510,10.12.2017,15:15:00,1,289,2,315
510,10.12.2017,15:30:00,1,295,2,281
510,10.12.2017,15:45:00,1,341,2,276
510,10.12.2017,16:00:00,1,311,2,308
510,10.12.2017,16:15:00,1,319,2,280
510,10.12.2017,16:30:00,1,331,2,294
510,10.12.2017,16:45:00,1,247,2,262
510,10.12.2017,17:00:00,1,219,2,271
510,10.12.2017,17:15:00,1,248,2,242
510,10.12.2017,17:30:00,1,235,2,266
510,10.12.2017,17:45:00,1,245,2,238
510,10.12.2017,18:00:00,1,262,2,264
510,10.12.2017,18:15:00,1,215,2,243
510,10.12.2017,18:30:00,1,249,2,248
510,10.12.2017,18:45:00,1,200,2,230
510,10.12.2017,19:00:00,1,182,2,184
510,10.12.2017,19:15:00,1,164,2,207
510,10.12.2017,19:30:00,1,182,2,202
510,10.12.2017,19:45:00,1,188,2,195
510,10.12.2017,20:00:00,1,167,2,160
510,10.12.2017,20:15:00,1,175,2,173
510,10.12.2017,20:30:00,1,141,2,138
510,10.12.2017,20:45:00,1,137,2,143
510,10.12.2017,21:00:00,1,111,2,139
510,10.12.2017,21:15:00,1,105,2,110
510,10.12.2017,21:30:00,1,110,2,118
510,10.12.2017,21:45:00,1,89,2,116
510,10.12.2017,22:00:00,1,71,2,107
510,10.12.2017,22:15:00,1,68,2,94
510,10.12.2017,22:30:00,1,58,2,86
510,10.12.2017,22:45:00,1,80,2,80
510,10.12.2017,23:00:00,1,58,2,61
510,10.12.2017,23:15:00,1,68,2,57
510,10.12.2017,23:30:00,1,76,2,58
510,10.12.2017,23:45:00,1,69,2,75
510,11.12.2017,00:00:00,1,69,2,61
510,11.12.2017,00:15:00,1,79,2,42
510,11.12.2017,00:30:00,1,63,2,45
510,11.12.2017,00:45:00,1,37,2,44
510,11.12.2017,01:00:00,1,47,2,39
510,11.12.2017,01:15:00,1,48,2,42
510,11.12.2017,01:30:00,1,58,2,27
510,11.12.2017,01:45:00,1,34,2,33
510,11.12.2017,02:00:00,1,30,2,35
510,11.12.2017,02:15:00,1,38,2,20
510,11.12.2017,02:30:00,1,22,2,28
510,11.12.2017,02:45:00,1,35,2,16
510,11.12.2017,03:00:00,1,22,2,14
510,11.12.2017,03:15:00,1,24,2,25
510,11.12.2017,03:30:00,1,19,2,25
510,11.12.2017,03:45:00,1,20,2,22
510,11.12.2017,04:00:00,1,21,2,26
510,11.12.2017,04:15:00,1,28,2,35
510,11.12.2017,04:30:00,1,31,2,35
510,11.12.2017,04:45:00,1,40,2,28
510,11.12.2017,05:00:00,1,48,2,33
510,11.12.2017,05:15:00,1,71,2,60
510,11.12.2017,05:30:00,1,126,2,91
510,11.12.2017,05:45:00,1,156,2,104
510,11.12.2017,06:00:00,1,188,2,144
510,11.12.2017,06:15:00,1,331,2,165
510,11.12.2017,06:30:00,1,414,2,198
510,11.12.2017,06:45:00,1,381,2,213
510,11.12.2017,07:00:00,1,469,2,216
510,11.12.2017,07:15:00,1,420,2,208
510,11.12.2017,07:30:00,1,476,2,267
510,11.12.2017,07:45:00,1,470,2,294
510,11.12.2017,08:00:00,1,509,2,274
510,11.12.2017,08:15:00,1,481,2,286
510,11.12.2017,08:30:00,1,472,2,295
510,11.12.2017,08:45:00,1,487,2,310
510,11.12.2017,09:00:00,1,514,2,236
510,11.12.2017,09:15:00,1,420,2,243
510,11.12.2017,09:30:00,1,411,2,273
510,11.12.2017,09:45:00,1,353,2,229
510,11.12.2017,10:00:00,1,264,2,236
510,11.12.2017,10:15:00,1,298,2,263
510,11.12.2017,10:30:00,1,308,2,269
510,11.12.2017,10:45:00,1,281,2,254
510,11.12.2017,11:00:00,1,267,2,276
510,11.12.2017,11:15:00,1,311,2,316
510,11.12.2017,11:30:00,1,305,2,298
510,11.12.2017,11:45:00,1,293,2,254
510,11.12.2017,12:00:00,1,276,2,282
510,11.12.2017,12:15:00,1,260,2,293
510,11.12.2017,12:30:00,1,335,2,290
510,11.12.2017,12:45:00,1,323,2,289
510,11.12.2017,13:00:00,1,266,2,314
510,11.12.2017,13:15:00,1,262,2,281
510,11.12.2017,13:30:00,1,276,2,335
510,11.12.2017,13:45:00,1,287,2,347
510,11.12.2017,14:00:00,1,257,2,392
510,11.12.2017,14:15:00,1,281,2,404
510,11.12.2017,14:30:00,1,298,2,415
510,11.12.2017,14:45:00,1,293,2,485
510,11.12.2017,15:00:00,1,280,2,563
510,11.12.2017,15:15:00,1,308,2,529
510,11.12.2017,15:30:00,1,390,2,474
510,11.12.2017,15:45:00,1,334,2,432
510,11.12.2017,16:00:00,1,329,2,521
510,11.12.2017,16:15:00,1,406,2,484
510,11.12.2017,16:30:00,1,351,2,501
510,11.12.2017,16:45:00,1,382,2,441
510,11.12.2017,17:00:00,1,337,2,394
510,11.12.2017,17:15:00,1,303,2,425
510,11.12.2017,17:30:00,1,297,2,412
510,11.12.2017,17:45:00,1,291,2,384
510,11.12.2017,18:00:00,1,252,2,317
510,11.12.2017,18:15:00,1,260,2,311
510,11.12.2017,18:30:00,1,273,2,285
510,11.12.2017,18:45:00,1,196,2,272
510,11.12.2017,19:00:00,1,206,2,210
510,11.12.2017,19:15:00,1,237,2,250
510,11.12.2017,19:30:00,1,255,2,233
510,11.12.2017,19:45:00,1,223,2,226
510,11.12.2017,20:00:00,1,200,2,222
510,11.12.2017,20:15:00,1,210,2,195
510,11.12.2017,20:30:00,1,161,2,197
510,11.12.2017,20:45:00,1,144,2,173
510,11.12.2017,21:00:00,1,139,2,240
510,11.12.2017,21:15:00,1,132,2,197
510,11.12.2017,21:30:00,1,117,2,135
510,11.12.2017,21:45:00,1,104,2,116
510,11.12.2017,22:00:00,1,90,2,124
510,11.12.2017,22:15:00,1,88,2,107
510,11.12.2017,22:30:00,1,82,2,82
510,11.12.2017,22:45:00,1,69,2,58
510,11.12.2017,23:00:00,1,91,2,70
510,11.12.2017,23:15:00,1,77,2,76
510,11.12.2017,23:30:00,1,87,2,72
510,11.12.2017,23:45:00,1,78,2,69
